file_path,split,TYPE,WC,part
..\data\raw\preliminar\Test\测试集\TYPE0\Sample6\data_motor.csv,Test,TYPE0,Sample6,data_motor
..\data\raw\preliminar\Test\测试集\TYPE0\Sample6\data_rightaxlebox.csv,Test,TYPE0,Sample6,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample1\data_gearbox.csv,Test,TYPE1,Sample1,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample1\data_leftaxlebox.csv,Test,TYPE1,Sample1,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample1\data_motor.csv,Test,TYPE1,Sample1,data_motor
..\data\raw\preliminar\Test\测试集\TYPE1\Sample1\data_rightaxlebox.csv,Test,TYPE1,Sample1,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample2\data_gearbox.csv,Test,TYPE1,Sample2,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample2\data_leftaxlebox.csv,Test,TYPE1,Sample2,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample2\data_motor.csv,Test,TYPE1,Sample2,data_motor
..\data\raw\preliminar\Test\测试集\TYPE1\Sample2\data_rightaxlebox.csv,Test,TYPE1,Sample2,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample3\data_gearbox.csv,Test,TYPE1,Sample3,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample3\data_leftaxlebox.csv,Test,TYPE1,Sample3,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample3\data_motor.csv,Test,TYPE1,Sample3,data_motor
..\data\raw\preliminar\Test\测试集\TYPE1\Sample3\data_rightaxlebox.csv,Test,TYPE1,Sample3,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample4\data_gearbox.csv,Test,TYPE1,Sample4,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample4\data_leftaxlebox.csv,Test,TYPE1,Sample4,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample4\data_motor.csv,Test,TYPE1,Sample4,data_motor
..\data\raw\preliminar\Test\测试集\TYPE1\Sample4\data_rightaxlebox.csv,Test,TYPE1,Sample4,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample5\data_gearbox.csv,Test,TYPE1,Sample5,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample5\data_leftaxlebox.csv,Test,TYPE1,Sample5,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample5\data_motor.csv,Test,TYPE1,Sample5,data_motor
..\data\raw\preliminar\Test\测试集\TYPE1\Sample5\data_rightaxlebox.csv,Test,TYPE1,Sample5,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample6\data_gearbox.csv,Test,TYPE1,Sample6,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample6\data_leftaxlebox.csv,Test,TYPE1,Sample6,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE1\Sample6\data_motor.csv,Test,TYPE1,Sample6,data_motor
..\data\raw\preliminar\Test\测试集\TYPE1\Sample6\data_rightaxlebox.csv,Test,TYPE1,Sample6,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample1\data_gearbox.csv,Test,TYPE10,Sample1,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample1\data_leftaxlebox.csv,Test,TYPE10,Sample1,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample1\data_motor.csv,Test,TYPE10,Sample1,data_motor
..\data\raw\preliminar\Test\测试集\TYPE10\Sample1\data_rightaxlebox.csv,Test,TYPE10,Sample1,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample2\data_gearbox.csv,Test,TYPE10,Sample2,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample2\data_leftaxlebox.csv,Test,TYPE10,Sample2,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample2\data_motor.csv,Test,TYPE10,Sample2,data_motor
..\data\raw\preliminar\Test\测试集\TYPE10\Sample2\data_rightaxlebox.csv,Test,TYPE10,Sample2,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample3\data_gearbox.csv,Test,TYPE10,Sample3,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample3\data_leftaxlebox.csv,Test,TYPE10,Sample3,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample3\data_motor.csv,Test,TYPE10,Sample3,data_motor
..\data\raw\preliminar\Test\测试集\TYPE10\Sample3\data_rightaxlebox.csv,Test,TYPE10,Sample3,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample4\data_gearbox.csv,Test,TYPE10,Sample4,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample4\data_leftaxlebox.csv,Test,TYPE10,Sample4,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample4\data_motor.csv,Test,TYPE10,Sample4,data_motor
..\data\raw\preliminar\Test\测试集\TYPE10\Sample4\data_rightaxlebox.csv,Test,TYPE10,Sample4,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample5\data_gearbox.csv,Test,TYPE10,Sample5,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample5\data_leftaxlebox.csv,Test,TYPE10,Sample5,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample5\data_motor.csv,Test,TYPE10,Sample5,data_motor
..\data\raw\preliminar\Test\测试集\TYPE10\Sample5\data_rightaxlebox.csv,Test,TYPE10,Sample5,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample6\data_gearbox.csv,Test,TYPE10,Sample6,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample6\data_leftaxlebox.csv,Test,TYPE10,Sample6,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE10\Sample6\data_motor.csv,Test,TYPE10,Sample6,data_motor
..\data\raw\preliminar\Test\测试集\TYPE10\Sample6\data_rightaxlebox.csv,Test,TYPE10,Sample6,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample1\data_gearbox.csv,Test,TYPE11,Sample1,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample1\data_leftaxlebox.csv,Test,TYPE11,Sample1,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample1\data_motor.csv,Test,TYPE11,Sample1,data_motor
..\data\raw\preliminar\Test\测试集\TYPE11\Sample1\data_rightaxlebox.csv,Test,TYPE11,Sample1,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample2\data_gearbox.csv,Test,TYPE11,Sample2,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample2\data_leftaxlebox.csv,Test,TYPE11,Sample2,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample2\data_motor.csv,Test,TYPE11,Sample2,data_motor
..\data\raw\preliminar\Test\测试集\TYPE11\Sample2\data_rightaxlebox.csv,Test,TYPE11,Sample2,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample3\data_gearbox.csv,Test,TYPE11,Sample3,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample3\data_leftaxlebox.csv,Test,TYPE11,Sample3,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample3\data_motor.csv,Test,TYPE11,Sample3,data_motor
..\data\raw\preliminar\Test\测试集\TYPE11\Sample3\data_rightaxlebox.csv,Test,TYPE11,Sample3,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample4\data_gearbox.csv,Test,TYPE11,Sample4,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample4\data_leftaxlebox.csv,Test,TYPE11,Sample4,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample4\data_motor.csv,Test,TYPE11,Sample4,data_motor
..\data\raw\preliminar\Test\测试集\TYPE11\Sample4\data_rightaxlebox.csv,Test,TYPE11,Sample4,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample5\data_gearbox.csv,Test,TYPE11,Sample5,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample5\data_leftaxlebox.csv,Test,TYPE11,Sample5,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample5\data_motor.csv,Test,TYPE11,Sample5,data_motor
..\data\raw\preliminar\Test\测试集\TYPE11\Sample5\data_rightaxlebox.csv,Test,TYPE11,Sample5,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample6\data_gearbox.csv,Test,TYPE11,Sample6,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample6\data_leftaxlebox.csv,Test,TYPE11,Sample6,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE11\Sample6\data_motor.csv,Test,TYPE11,Sample6,data_motor
..\data\raw\preliminar\Test\测试集\TYPE11\Sample6\data_rightaxlebox.csv,Test,TYPE11,Sample6,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample1\data_gearbox.csv,Test,TYPE12,Sample1,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample1\data_leftaxlebox.csv,Test,TYPE12,Sample1,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample1\data_motor.csv,Test,TYPE12,Sample1,data_motor
..\data\raw\preliminar\Test\测试集\TYPE12\Sample1\data_rightaxlebox.csv,Test,TYPE12,Sample1,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample2\data_gearbox.csv,Test,TYPE12,Sample2,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample2\data_leftaxlebox.csv,Test,TYPE12,Sample2,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample2\data_motor.csv,Test,TYPE12,Sample2,data_motor
..\data\raw\preliminar\Test\测试集\TYPE12\Sample2\data_rightaxlebox.csv,Test,TYPE12,Sample2,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample3\data_gearbox.csv,Test,TYPE12,Sample3,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample3\data_leftaxlebox.csv,Test,TYPE12,Sample3,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample3\data_motor.csv,Test,TYPE12,Sample3,data_motor
..\data\raw\preliminar\Test\测试集\TYPE12\Sample3\data_rightaxlebox.csv,Test,TYPE12,Sample3,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample4\data_gearbox.csv,Test,TYPE12,Sample4,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample4\data_leftaxlebox.csv,Test,TYPE12,Sample4,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample4\data_motor.csv,Test,TYPE12,Sample4,data_motor
..\data\raw\preliminar\Test\测试集\TYPE12\Sample4\data_rightaxlebox.csv,Test,TYPE12,Sample4,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample5\data_gearbox.csv,Test,TYPE12,Sample5,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample5\data_leftaxlebox.csv,Test,TYPE12,Sample5,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample5\data_motor.csv,Test,TYPE12,Sample5,data_motor
..\data\raw\preliminar\Test\测试集\TYPE12\Sample5\data_rightaxlebox.csv,Test,TYPE12,Sample5,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample6\data_gearbox.csv,Test,TYPE12,Sample6,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample6\data_leftaxlebox.csv,Test,TYPE12,Sample6,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE12\Sample6\data_motor.csv,Test,TYPE12,Sample6,data_motor
..\data\raw\preliminar\Test\测试集\TYPE12\Sample6\data_rightaxlebox.csv,Test,TYPE12,Sample6,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample1\data_gearbox.csv,Test,TYPE13,Sample1,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample1\data_leftaxlebox.csv,Test,TYPE13,Sample1,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample1\data_motor.csv,Test,TYPE13,Sample1,data_motor
..\data\raw\preliminar\Test\测试集\TYPE13\Sample1\data_rightaxlebox.csv,Test,TYPE13,Sample1,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample2\data_gearbox.csv,Test,TYPE13,Sample2,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample2\data_leftaxlebox.csv,Test,TYPE13,Sample2,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample2\data_motor.csv,Test,TYPE13,Sample2,data_motor
..\data\raw\preliminar\Test\测试集\TYPE13\Sample2\data_rightaxlebox.csv,Test,TYPE13,Sample2,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample3\data_gearbox.csv,Test,TYPE13,Sample3,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample3\data_leftaxlebox.csv,Test,TYPE13,Sample3,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample3\data_motor.csv,Test,TYPE13,Sample3,data_motor
..\data\raw\preliminar\Test\测试集\TYPE13\Sample3\data_rightaxlebox.csv,Test,TYPE13,Sample3,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample4\data_gearbox.csv,Test,TYPE13,Sample4,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample4\data_leftaxlebox.csv,Test,TYPE13,Sample4,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample4\data_motor.csv,Test,TYPE13,Sample4,data_motor
..\data\raw\preliminar\Test\测试集\TYPE13\Sample4\data_rightaxlebox.csv,Test,TYPE13,Sample4,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample5\data_gearbox.csv,Test,TYPE13,Sample5,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample5\data_leftaxlebox.csv,Test,TYPE13,Sample5,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample5\data_motor.csv,Test,TYPE13,Sample5,data_motor
..\data\raw\preliminar\Test\测试集\TYPE13\Sample5\data_rightaxlebox.csv,Test,TYPE13,Sample5,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample6\data_gearbox.csv,Test,TYPE13,Sample6,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample6\data_leftaxlebox.csv,Test,TYPE13,Sample6,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE13\Sample6\data_motor.csv,Test,TYPE13,Sample6,data_motor
..\data\raw\preliminar\Test\测试集\TYPE13\Sample6\data_rightaxlebox.csv,Test,TYPE13,Sample6,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample1\data_gearbox.csv,Test,TYPE14,Sample1,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample1\data_leftaxlebox.csv,Test,TYPE14,Sample1,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample1\data_motor.csv,Test,TYPE14,Sample1,data_motor
..\data\raw\preliminar\Test\测试集\TYPE14\Sample1\data_rightaxlebox.csv,Test,TYPE14,Sample1,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample2\data_gearbox.csv,Test,TYPE14,Sample2,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample2\data_leftaxlebox.csv,Test,TYPE14,Sample2,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample2\data_motor.csv,Test,TYPE14,Sample2,data_motor
..\data\raw\preliminar\Test\测试集\TYPE14\Sample2\data_rightaxlebox.csv,Test,TYPE14,Sample2,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample3\data_gearbox.csv,Test,TYPE14,Sample3,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample3\data_leftaxlebox.csv,Test,TYPE14,Sample3,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample3\data_motor.csv,Test,TYPE14,Sample3,data_motor
..\data\raw\preliminar\Test\测试集\TYPE14\Sample3\data_rightaxlebox.csv,Test,TYPE14,Sample3,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample4\data_gearbox.csv,Test,TYPE14,Sample4,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample4\data_leftaxlebox.csv,Test,TYPE14,Sample4,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample4\data_motor.csv,Test,TYPE14,Sample4,data_motor
..\data\raw\preliminar\Test\测试集\TYPE14\Sample4\data_rightaxlebox.csv,Test,TYPE14,Sample4,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample5\data_gearbox.csv,Test,TYPE14,Sample5,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample5\data_leftaxlebox.csv,Test,TYPE14,Sample5,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample5\data_motor.csv,Test,TYPE14,Sample5,data_motor
..\data\raw\preliminar\Test\测试集\TYPE14\Sample5\data_rightaxlebox.csv,Test,TYPE14,Sample5,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample6\data_gearbox.csv,Test,TYPE14,Sample6,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample6\data_leftaxlebox.csv,Test,TYPE14,Sample6,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE14\Sample6\data_motor.csv,Test,TYPE14,Sample6,data_motor
..\data\raw\preliminar\Test\测试集\TYPE14\Sample6\data_rightaxlebox.csv,Test,TYPE14,Sample6,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample1\data_gearbox.csv,Test,TYPE15,Sample1,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample1\data_leftaxlebox.csv,Test,TYPE15,Sample1,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample1\data_motor.csv,Test,TYPE15,Sample1,data_motor
..\data\raw\preliminar\Test\测试集\TYPE15\Sample1\data_rightaxlebox.csv,Test,TYPE15,Sample1,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample2\data_gearbox.csv,Test,TYPE15,Sample2,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample2\data_leftaxlebox.csv,Test,TYPE15,Sample2,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample2\data_motor.csv,Test,TYPE15,Sample2,data_motor
..\data\raw\preliminar\Test\测试集\TYPE15\Sample2\data_rightaxlebox.csv,Test,TYPE15,Sample2,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample3\data_gearbox.csv,Test,TYPE15,Sample3,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample3\data_leftaxlebox.csv,Test,TYPE15,Sample3,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample3\data_motor.csv,Test,TYPE15,Sample3,data_motor
..\data\raw\preliminar\Test\测试集\TYPE15\Sample3\data_rightaxlebox.csv,Test,TYPE15,Sample3,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample4\data_gearbox.csv,Test,TYPE15,Sample4,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample4\data_leftaxlebox.csv,Test,TYPE15,Sample4,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample4\data_motor.csv,Test,TYPE15,Sample4,data_motor
..\data\raw\preliminar\Test\测试集\TYPE15\Sample4\data_rightaxlebox.csv,Test,TYPE15,Sample4,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample5\data_gearbox.csv,Test,TYPE15,Sample5,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample5\data_leftaxlebox.csv,Test,TYPE15,Sample5,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample5\data_motor.csv,Test,TYPE15,Sample5,data_motor
..\data\raw\preliminar\Test\测试集\TYPE15\Sample5\data_rightaxlebox.csv,Test,TYPE15,Sample5,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample6\data_gearbox.csv,Test,TYPE15,Sample6,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample6\data_leftaxlebox.csv,Test,TYPE15,Sample6,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE15\Sample6\data_motor.csv,Test,TYPE15,Sample6,data_motor
..\data\raw\preliminar\Test\测试集\TYPE15\Sample6\data_rightaxlebox.csv,Test,TYPE15,Sample6,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample1\data_gearbox.csv,Test,TYPE16,Sample1,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample1\data_leftaxlebox.csv,Test,TYPE16,Sample1,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample1\data_motor.csv,Test,TYPE16,Sample1,data_motor
..\data\raw\preliminar\Test\测试集\TYPE16\Sample1\data_rightaxlebox.csv,Test,TYPE16,Sample1,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample2\data_gearbox.csv,Test,TYPE16,Sample2,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample2\data_leftaxlebox.csv,Test,TYPE16,Sample2,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample2\data_motor.csv,Test,TYPE16,Sample2,data_motor
..\data\raw\preliminar\Test\测试集\TYPE16\Sample2\data_rightaxlebox.csv,Test,TYPE16,Sample2,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample3\data_gearbox.csv,Test,TYPE16,Sample3,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample3\data_leftaxlebox.csv,Test,TYPE16,Sample3,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample3\data_motor.csv,Test,TYPE16,Sample3,data_motor
..\data\raw\preliminar\Test\测试集\TYPE16\Sample3\data_rightaxlebox.csv,Test,TYPE16,Sample3,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample4\data_gearbox.csv,Test,TYPE16,Sample4,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample4\data_leftaxlebox.csv,Test,TYPE16,Sample4,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample4\data_motor.csv,Test,TYPE16,Sample4,data_motor
..\data\raw\preliminar\Test\测试集\TYPE16\Sample4\data_rightaxlebox.csv,Test,TYPE16,Sample4,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample5\data_gearbox.csv,Test,TYPE16,Sample5,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample5\data_leftaxlebox.csv,Test,TYPE16,Sample5,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample5\data_motor.csv,Test,TYPE16,Sample5,data_motor
..\data\raw\preliminar\Test\测试集\TYPE16\Sample5\data_rightaxlebox.csv,Test,TYPE16,Sample5,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample6\data_gearbox.csv,Test,TYPE16,Sample6,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample6\data_leftaxlebox.csv,Test,TYPE16,Sample6,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE16\Sample6\data_motor.csv,Test,TYPE16,Sample6,data_motor
..\data\raw\preliminar\Test\测试集\TYPE16\Sample6\data_rightaxlebox.csv,Test,TYPE16,Sample6,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE2\Sample1\data_gearbox.csv,Test,TYPE2,Sample1,data_gearbox
..\data\raw\preliminar\Test\测试集\TYPE2\Sample1\data_leftaxlebox.csv,Test,TYPE2,Sample1,data_leftaxlebox
..\data\raw\preliminar\Test\测试集\TYPE2\Sample1\data_motor.csv,Test,TYPE2,Sample1,data_motor
..\data\raw\preliminar\Test\测试集\TYPE2\Sample1\data_rightaxlebox.csv,Test,TYPE2,Sample1,data_rightaxlebox
..\data\raw\preliminar\Test\测试集\TYPE2\Sample2\data_gearbox.csv,Test,TYPE2,Sample2,data_gearbox
